Customer_ID,Product_Category,Product_Name,Sale_Amount,Discount_Percentage,Final_Price,Purchase_Date,Year,Month
84065,Clothing,Sneakers,188.06,25,141.05,2021-12-28 22:22:49.737866600,2021,12
92798,Home Appliances,Refrigerator,135.16,25,101.37,2020-11-19 21:33:40.970672204,2020,11
19268,Electronics,Smartphone,258.28,50,129.14,2020-02-29 00:23:21.505320529,2020,2
96807,Groceries,Pasta,483.54,20,386.83,2022-06-11 08:22:29.182455232,2022,6
22185,Clothing,T-Shirt,291.73,20,233.38,2021-08-23 10:13:17.923695824,2021,8
73704,Toys,Puzzle,446.07,15,379.16,2023-05-29 06:36:09.530236176,2023,5
96779,Clothing,Sneakers,328.93,25,246.7,2020-03-19 22:50:06.696080976,2020,3
49099,Electronics,Tablet,242.87,20,194.3,2022-12-20 23:46:21.520892816,2022,12
18571,Electronics,Laptop,428.76,15,364.45,2023-04-14 16:01:14.746950432,2023,4
48044,Beauty,Perfume,240.97,30,168.68,2023-04-06 13:48:00.560602128,2023,4
61214,Groceries,Milk,435.63,5,413.85,2020-09-09 15:28:21.427459124,2020,9
71228,Electronics,Laptop,152.87,30,107.01,2022-08-12 12:33:26.955618992,2022,8
58984,Clothing,T-Shirt,73.12,30,51.18,2020-06-18 22:37:57.913314300,2020,6
50774,Clothing,T-Shirt,429.1,20,343.28,2022-06-24 18:29:48.320788992,2022,6
12568,Home Appliances,Microwave,297.83,20,238.26,2023-08-02 00:22:03.021022576,2023,8
72592,Electronics,Laptop,445.66,15,378.81,2022-11-12 07:18:12.239813136,2022,11
77563,Toys,Lego Set,469.54,50,234.77,2021-05-22 20:31:38.572540880,2021,5
12695,Beauty,Perfume,36.28,10,32.65,2023-12-05 08:25:06.151051120,2023,12
58190,Groceries,Milk,255.47,20,204.38,2021-07-03 12:03:10.604723592,2021,7
15258,Toys,Puzzle,193.73,25,145.3,2023-07-07 03:48:32.328056064,2023,7
97538,Beauty,Shampoo,316.67,50,158.34,2023-12-31 04:58:36.844017648,2023,12
49504,Clothing,Jacket,398.86,25,299.14,2023-08-17 00:23:10.293277968,2023,8
43159,Toys,Lego Set,147.49,20,117.99,2023-11-16 19:07:55.577472096,2023,11
23986,Beauty,Foundation,282.83,10,254.55,2022-04-06 00:42:47.557747208,2022,4
71858,Clothing,Sneakers,357.28,15,303.69,2022-03-31 21:32:56.122501944,2022,3
22666,Clothing,Jeans,75.87,10,68.28,2020-08-07 06:54:17.098364912,2020,8
48660,Clothing,Jeans,408.89,30,286.22,2020-07-27 10:21:53.677653776,2020,7
13561,Clothing,Jacket,306.99,25,230.24,2020-08-04 03:06:40.830521672,2020,8
36854,Clothing,Sneakers,475.27,25,356.45,2023-01-25 02:58:27.500648848,2023,1
74505,Home Appliances,Air Conditioner,176.37,25,132.28,2021-03-29 23:18:08.502465608,2021,3
62251,Toys,Action Figure,62.99,20,50.39,2023-05-18 14:47:59.626265248,2023,5
32662,Beauty,Lipstick,258.19,10,232.37,2023-10-28 01:25:23.903451856,2023,10
18392,Home Appliances,Microwave,52.05,15,44.24,2022-02-26 17:43:05.310147936,2022,2
40535,Home Appliances,Vacuum Cleaner,485.07,10,436.56,2020-04-11 06:07:34.087723851,2020,4
88603,Electronics,Laptop,28.96,25,21.72,2022-04-15 02:37:09.327796528,2022,4
62256,Electronics,Tablet,379.22,10,341.3,2021-06-12 04:26:50.796781728,2021,6
99135,Electronics,Smartwatch,267.3,25,200.48,2023-07-17 05:24:01.681806384,2023,7
45222,Groceries,Bread,190.62,25,142.96,2020-01-24 16:27:02.008824292,2020,1
87373,Electronics,Tablet,42.26,20,33.81,2020-10-23 06:22:08.627043860,2020,10
89575,Beauty,Foundation,314.86,10,283.37,2021-07-15 22:29:22.159356344,2021,7
94651,Home Appliances,Vacuum Cleaner,296.76,15,252.25,2022-08-28 21:44:08.845055792,2022,8
73335,Beauty,Foundation,147.63,15,125.49,2020-08-08 11:19:38.198806124,2020,8
20965,Toys,Action Figure,456.01,25,342.01,2020-04-09 11:29:32.437062029,2020,4
34538,Electronics,Headphones,159.01,10,143.11,2023-04-28 21:05:27.952245008,2023,4
80592,Groceries,Pasta,230.37,30,161.26,2021-08-13 08:37:48.569945496,2021,8
18110,Toys,Board Game,276.44,25,207.33,2020-11-16 08:17:37.669348560,2020,11
89309,Groceries,Bread,59.11,10,53.2,2021-03-17 17:36:10.464573056,2021,3
37266,Toys,Puzzle,466.76,25,350.07,2023-07-26 16:46:50.485336096,2023,7
62992,Home Appliances,Washing Machine,193.52,25,145.14,2023-02-26 11:51:24.246042048,2023,2
92948,Beauty,Shampoo,49.58,25,37.18,2021-04-25 05:20:06.228912536,2021,4
16910,Clothing,T-Shirt,199.77,10,179.79,2020-06-07 07:08:40.425642356,2020,6
10206,Beauty,Shampoo,304.1,10,273.69,2023-10-15 10:14:58.832078896,2023,10
97054,Electronics,Smartphone,261.69,10,235.52,2023-11-15 09:58:20.960290688,2023,11
97897,Clothing,Jeans,350.33,15,297.78,2022-05-13 03:17:08.704905264,2022,5
33419,Groceries,Bread,37.19,25,27.89,2020-10-17 08:15:23.124837788,2020,10
60636,Home Appliances,Refrigerator,149.42,25,112.06,2020-06-12 00:50:04.827407214,2020,6
60015,Home Appliances,Air Conditioner,411.42,50,205.71,2022-09-21 18:55:24.370620288,2022,9
64268,Groceries,Pasta,49.15,5,46.69,2023-05-07 18:15:36.205554112,2023,5
97939,Electronics,Smartphone,429.19,5,407.73,2020-10-08 20:33:41.905009084,2020,10
28141,Groceries,Milk,55.03,25,41.27,2021-04-27 04:42:21.396314560,2021,4
90356,Toys,Puzzle,418.88,15,356.05,2022-08-20 00:34:00.591746688,2022,8
81910,Electronics,Smartwatch,186.79,15,158.77,2023-09-11 11:28:13.952764080,2023,9
66044,Clothing,Jeans,309.98,20,247.98,2022-04-29 21:54:03.083311712,2022,4
77214,Groceries,Milk,84.91,10,76.42,2022-09-10 22:23:00.949909168,2022,9
43827,Electronics,Laptop,42.42,20,33.94,2022-01-16 06:55:46.794705424,2022,1
65820,Clothing,T-Shirt,115.81,15,98.44,2021-02-03 16:36:11.398909940,2021,2
72623,Groceries,Pasta,72.65,20,58.12,2021-04-02 07:49:58.287049056,2021,4
91734,Home Appliances,Air Conditioner,163.08,30,114.16,2023-08-13 01:38:39.958473920,2023,8
85450,Groceries,Olive Oil,262.05,10,235.85,2020-07-17 13:30:37.840643654,2020,7
32299,Beauty,Foundation,298.49,50,149.24,2020-11-19 02:36:46.903711392,2020,11
53585,Groceries,Pasta,397.04,20,317.63,2020-06-15 14:06:08.128730858,2020,6
74044,Beauty,Perfume,331.56,50,165.78,2022-10-05 19:15:24.059174672,2022,10
52557,Clothing,Sneakers,308.29,10,277.46,2024-01-10 06:34:06.197767968,2024,1
59080,Groceries,Pasta,211.77,20,169.42,2022-06-05 19:44:10.713729568,2022,6
12693,Clothing,Sneakers,242.17,15,205.84,2021-10-10 18:48:29.525045416,2021,10
79163,Clothing,Jacket,213.12,25,159.84,2021-11-22 10:01:09.140929144,2021,11
35939,Electronics,Smartphone,422.66,20,338.13,2022-12-09 17:45:31.066701264,2022,12
58925,Clothing,Jacket,122.7,20,98.16,2021-07-18 16:48:31.393719176,2021,7
52941,Clothing,Sneakers,12.8,50,6.4,2020-05-05 22:15:43.680249156,2020,5
31834,Groceries,Olive Oil,329.15,15,279.78,2020-04-07 02:38:50.236179600,2020,4
28047,Groceries,Rice,109.21,10,98.29,2021-08-14 17:47:23.187126912,2021,8
36105,Home Appliances,Washing Machine,446.16,20,356.93,2023-02-03 23:49:43.337658960,2023,2
85766,Electronics,Tablet,430.93,20,344.74,2021-12-22 19:31:50.718920320,2021,12
25707,Clothing,Sweater,47.6,15,40.46,2021-03-05 07:09:58.909940304,2021,3
31976,Electronics,Tablet,62.13,20,49.7,2023-05-12 02:28:33.573838560,2023,5
54262,Beauty,Face Cream,252.63,50,126.32,2023-01-09 08:00:26.161432656,2023,1
33776,Clothing,Jeans,308.52,25,231.39,2023-07-25 17:05:42.901635088,2023,7
40080,Electronics,Headphones,144.71,10,130.24,2020-10-20 02:34:32.359200624,2020,10
76842,Home Appliances,Air Conditioner,361.23,10,325.11,2023-07-22 22:46:33.667272256,2023,7
71373,Home Appliances,Air Conditioner,301.51,50,150.76,2024-01-05 03:24:14.762522704,2024,1
16776,Clothing,Jacket,169.16,25,126.87,2022-06-15 16:35:26.550739680,2022,6
65016,Beauty,Face Cream,22.43,50,11.22,2022-10-27 12:20:10.900596944,2022,10
19474,Home Appliances,Air Conditioner,377.57,15,320.93,2020-04-20 03:17:42.341032962,2020,4
68053,Home Appliances,Microwave,115.23,25,86.42,2022-01-09 18:36:20.742278744,2022,1
31959,Beauty,Face Cream,418.89,25,314.17,2020-07-10 06:14:17.721256164,2020,7
15530,Electronics,Headphones,215.94,15,183.55,2022-09-20 05:01:36.236698672,2022,9
13748,Home Appliances,Washing Machine,292.77,20,234.22,2023-06-22 08:31:38.572540880,2023,6
23545,Groceries,Pasta,437.74,20,350.19,2022-03-02 06:59:08.611471576,2022,3
76199,Toys,Board Game,433.18,20,346.54,2023-09-24 12:07:06.057617440,2023,9
44766,Toys,Doll,192.04,30,134.43,2022-11-16 15:31:09.608097584,2022,11
83530,Home Appliances,Refrigerator,112.36,30,78.65,2020-01-17 18:39:08.922917207,2020,1
71087,Electronics,Smartwatch,389.82,30,272.87,2022-12-10 07:58:11.616921872,2022,12
78840,Electronics,Smartphone,222.21,30,155.55,2023-04-07 22:57:35.177783552,2023,4
64384,Clothing,Sweater,104.1,20,83.28,2023-05-29 20:48:50.080456784,2023,5
61005,Groceries,Rice,453.17,15,385.19,2022-09-08 08:48:05.232286528,2022,9
56576,Electronics,Headphones,107.07,30,74.95,2021-09-09 09:36:40.363353232,2021,9
49353,Beauty,Lipstick,22.65,20,18.12,2022-04-28 22:12:55.499610688,2022,4
72003,Groceries,Bread,19.94,10,17.95,2023-04-04 14:25:45.393200096,2023,4
93211,Toys,Lego Set,314.93,20,251.94,2022-12-31 01:21:50.874643136,2022,12
62733,Groceries,Rice,334.22,10,300.8,2021-03-09 05:54:29.244744352,2021,3
75318,Beauty,Shampoo,162.41,25,121.81,2024-01-14 00:34:23.015831824,2024,1
99474,Home Appliances,Refrigerator,166.81,15,141.79,2022-08-22 09:24:42.792629120,2022,8
33664,Beauty,Perfume,176.35,15,149.9,2022-03-10 23:25:03.348040488,2022,3
77172,Beauty,Shampoo,343.28,50,171.64,2022-12-03 14:54:32.047754992,2022,12
95616,Home Appliances,Microwave,38.49,25,28.87,2023-11-19 18:11:18.328575136,2023,11
36736,Home Appliances,Microwave,465.27,25,348.95,2020-07-05 17:17:06.836231508,2020,7
10854,Home Appliances,Microwave,119.04,20,95.23,2021-09-25 04:34:41.702569424,2021,9
48623,Home Appliances,Air Conditioner,499.84,30,349.89,2021-01-28 09:00:58.863223460,2021,1
17392,Home Appliances,Air Conditioner,94.05,25,70.54,2021-11-09 23:34:57.586296392,2021,11
65680,Beauty,Lipstick,388.06,20,310.45,2020-10-31 22:48:03.363612768,2020,10
56717,Clothing,Jeans,119.47,50,59.74,2022-07-07 04:55:59.875421744,2022,7
97092,Clothing,Sweater,49.61,10,44.65,2021-11-23 04:58:03.207889952,2021,11
60859,Electronics,Smartwatch,438.72,50,219.36,2023-09-24 16:51:19.574357648,2023,9
36309,Clothing,T-Shirt,430.79,15,366.17,2020-01-06 17:22:31.985465870,2020,1
97455,Toys,Puzzle,207.75,20,166.2,2020-10-17 08:15:23.124837788,2020,10
73734,Clothing,Jacket,354.17,10,318.75,2023-06-10 21:46:34.601609136,2023,6
80467,Beauty,Perfume,282.96,20,226.37,2020-10-05 02:33:25.086945236,2020,10
62662,Home Appliances,Microwave,427.95,20,342.36,2022-01-12 03:27:02.943161176,2022,1
22688,Home Appliances,Vacuum Cleaner,164.38,50,82.19,2021-12-27 03:44:48.087204776,2021,12
35342,Beauty,Lipstick,266.6,50,133.3,2023-07-21 04:08:32.016610432,2023,7
47157,Toys,Doll,247.83,50,123.92,2020-04-14 05:10:56.838826888,2020,4
77863,Clothing,Jacket,183.41,15,155.9,2022-10-12 21:47:30.661821952,2022,10
62083,Beauty,Perfume,446.81,50,223.4,2020-01-25 16:08:09.592525305,2020,1
75733,Electronics,Smartwatch,91.28,20,73.02,2022-08-26 17:37:40.160913568,2022,8
99045,Home Appliances,Washing Machine,83.26,30,58.28,2022-01-31 02:12:40.550220608,2022,1
44698,Groceries,Olive Oil,292.69,10,263.42,2023-08-03 23:44:18.188424608,2023,8
90623,Electronics,Headphones,332.17,20,265.74,2021-10-05 01:25:57.539579544,2021,10
32671,Toys,Doll,105.36,50,52.68,2020-05-08 21:19:06.431352192,2020,5
35184,Electronics,Smartphone,201.45,50,100.72,2024-01-28 00:54:22.704386192,2024,1
52107,Beauty,Lipstick,473.82,25,355.36,2022-04-15 12:05:36.361276928,2022,4
96202,Clothing,Jeans,130.84,25,98.13,2023-11-09 16:35:48.974824816,2023,11
61663,Home Appliances,Refrigerator,337.5,10,303.75,2022-12-12 21:33:07.334544512,2022,12
25708,Toys,Lego Set,372.67,25,279.5,2020-05-26 01:26:42.387749806,2020,5
59811,Toys,Lego Set,229.58,20,183.66,2021-03-22 06:33:21.349597712,2021,3
12811,Groceries,Bread,469.39,5,445.92,2020-02-27 05:45:19.854658707,2020,2
66250,Electronics,Smartwatch,370.96,10,333.86,2021-08-13 08:37:48.569945496,2021,8
82082,Groceries,Bread,234.38,10,210.94,2021-12-19 15:44:14.451077080,2021,12
44754,Clothing,Sneakers,288.97,25,216.73,2023-07-09 17:23:28.045678688,2023,7
21411,Clothing,Jacket,349.38,10,314.44,2021-05-23 15:28:32.639501688,2021,5
12911,Groceries,Bread,300.17,20,240.14,2021-06-24 14:53:02.351414480,2021,6
77270,Home Appliances,Air Conditioner,440.56,15,374.48,2020-11-30 03:53:23.841162728,2020,11
93763,Clothing,Jacket,184.88,20,147.9,2023-03-07 23:14:13.049571760,2023,3
18680,Groceries,Olive Oil,156.94,25,117.7,2022-07-05 15:02:11.741500128,2022,7
94896,Electronics,Smartphone,114.78,25,86.08,2020-09-17 08:13:08.580327016,2020,9
93879,Groceries,Rice,28.51,20,22.81,2021-07-10 19:19:30.724111080,2021,7
81295,Groceries,Bread,31.08,20,24.86,2021-12-23 19:12:58.302621336,2021,12
98614,Beauty,Perfume,436.33,15,370.88,2023-11-14 05:32:59.859849472,2023,11
21111,Clothing,T-Shirt,342.41,30,239.69,2023-07-19 04:46:16.849208400,2023,7
47504,Home Appliances,Microwave,333.66,15,283.61,2023-07-07 18:01:12.878276672,2023,7
11802,Home Appliances,Microwave,311.17,15,264.49,2021-09-29 08:03:25.554113680,2021,9
18155,Beauty,Shampoo,426.12,25,319.59,2022-10-22 04:26:05.948611472,2022,10
83656,Toys,Puzzle,245.33,15,208.53,2020-10-02 08:14:15.852582404,2020,10
49384,Home Appliances,Vacuum Cleaner,436.5,30,305.55,2021-08-08 14:56:24.168180640,2021,8
57254,Groceries,Rice,186.13,15,158.21,2022-02-20 19:36:19.807941864,2022,2
31918,Beauty,Shampoo,464.09,25,348.07,2021-05-30 22:44:52.758889176,2021,5
95981,Electronics,Smartwatch,352.34,5,334.72,2023-09-16 05:09:38.354528944,2023,9
70713,Clothing,T-Shirt,136.02,15,115.62,2023-09-17 23:47:40.005190752,2023,9
40306,Clothing,T-Shirt,286.4,15,243.44,2020-10-31 18:03:49.846872568,2020,10
26646,Clothing,Jeans,271.18,30,189.83,2022-10-28 07:17:04.967557744,2022,10
56843,Groceries,Pasta,77.57,50,38.78,2022-02-08 23:22:48.803529720,2022,2
26371,Electronics,Headphones,299.71,20,239.77,2023-07-08 22:26:33.978717888,2023,7
87371,Beauty,Face Cream,164.24,30,114.97,2022-06-06 14:41:04.780690368,2022,6
12049,Beauty,Face Cream,35.65,25,26.74,2020-12-17 08:00:59.797560344,2020,12
41616,Clothing,T-Shirt,474.84,50,237.42,2021-02-28 08:44:20.991435248,2021,2
30932,Electronics,Smartphone,324.33,30,227.03,2022-08-21 14:27:48.725668304,2022,8
39855,Electronics,Smartphone,439.69,5,417.71,2023-06-30 15:29:06.275629376,2023,6
71434,Electronics,Smartwatch,341.27,25,255.95,2022-05-31 21:18:32.795224496,2022,5
82694,Home Appliances,Washing Machine,184.92,20,147.94,2022-05-24 23:30:39.709317408,2022,5
53016,Home Appliances,Washing Machine,261.22,5,248.16,2023-10-20 08:40:36.750583952,2023,10
17400,Clothing,Jeans,341.12,15,289.95,2020-07-27 10:21:53.677653776,2020,7
52642,Electronics,Headphones,480.52,50,240.26,2023-12-06 22:18:54.284972752,2023,12
25151,Toys,Puzzle,134.3,50,67.15,2020-10-12 05:05:31.689592524,2020,10
61407,Electronics,Smartphone,438.74,25,329.06,2022-11-29 11:25:48.196210736,2022,11
76690,Beauty,Shampoo,462.8,50,231.4,2021-01-23 10:35:20.944718400,2021,1
14499,Beauty,Lipstick,338.5,30,236.95,2020-08-04 07:50:54.347261872,2020,8
16295,Clothing,T-Shirt,466.32,5,443.0,2021-01-06 06:27:44.988320788,2021,1
69040,Toys,Lego Set,204.96,15,174.22,2020-08-25 15:27:14.155203736,2020,8
22183,Electronics,Smartphone,476.98,5,453.13,2021-01-13 23:12:32.141188684,2021,1
39299,Toys,Action Figure,354.36,5,336.64,2023-12-15 14:44:49.021541648,2023,12
22874,Clothing,Jacket,30.58,10,27.52,2021-12-08 04:59:10.480145344,2021,12
42711,Beauty,Lipstick,454.37,20,363.5,2021-09-11 13:43:09.047495456,2021,9
15539,Beauty,Shampoo,247.39,30,173.17,2022-02-23 09:11:15.525564496,2022,2
63351,Home Appliances,Air Conditioner,235.56,30,164.89,2024-01-28 00:54:22.704386192,2024,1
71267,Clothing,Jacket,287.57,20,230.06,2021-11-05 20:06:13.734752144,2021,11
58354,Clothing,Sneakers,83.2,50,41.6,2023-11-10 06:48:29.525045424,2023,11
12557,Electronics,Tablet,239.89,20,191.91,2021-02-06 06:11:07.116532572,2021,2
48360,Electronics,Laptop,417.25,30,292.08,2020-12-07 20:38:10.994030624,2020,12
92018,Home Appliances,Refrigerator,17.59,20,14.07,2023-03-15 15:59:00.202439664,2023,3
12200,Groceries,Olive Oil,143.73,15,122.17,2020-01-07 02:50:59.018946275,2020,1
78497,Toys,Puzzle,11.2,50,5.6,2021-01-23 10:35:20.944718400,2021,1
56975,Groceries,Olive Oil,213.7,15,181.64,2021-08-10 00:05:58.785362056,2021,8
31357,Groceries,Rice,366.87,20,293.5,2023-08-27 20:55:33.713989104,2023,8
87505,Clothing,Sweater,401.4,15,341.19,2023-12-01 04:56:22.299506880,2023,12
12869,Toys,Lego Set,473.14,25,354.86,2021-10-19 06:30:10.744874120,2021,10
71135,Clothing,Jacket,308.17,50,154.08,2021-12-05 05:55:47.729042304,2021,12
60108,Toys,Lego Set,134.77,5,128.03,2021-07-31 07:58:56.465092136,2021,7
48467,Beauty,Face Cream,462.83,30,323.98,2021-03-14 13:48:34.196729824,2021,3
33328,Clothing,Jacket,389.9,5,370.4,2021-11-09 14:06:30.552815984,2021,11
96831,Clothing,Jacket,291.47,15,247.75,2020-01-03 18:19:09.234362834,2020,1
13987,Clothing,T-Shirt,350.86,10,315.77,2021-09-08 05:11:19.262912016,2021,9
68871,Home Appliances,Microwave,462.92,25,347.19,2020-01-21 22:07:52.774461458,2020,1
32399,Clothing,T-Shirt,359.07,5,341.12,2022-01-18 15:46:28.995587856,2022,1
56214,Electronics,Headphones,190.5,20,152.4,2022-06-19 20:04:10.402283936,2022,6
96416,Electronics,Tablet,359.38,15,305.47,2020-02-09 16:09:16.864780690,2020,2
80271,Toys,Board Game,29.74,10,26.77,2023-12-28 15:23:41.126395008,2023,12
54064,Beauty,Lipstick,199.34,25,149.5,2023-11-23 16:55:48.663379184,2023,11
80091,Home Appliances,Vacuum Cleaner,209.1,10,188.19,2023-03-31 15:41:15.058396048,2023,3
50818,Toys,Action Figure,91.75,10,82.58,2020-12-20 02:20:09.031923176,2020,12
55525,Electronics,Smartwatch,21.31,15,18.11,2020-10-04 21:49:11.570205036,2020,10
29830,Home Appliances,Vacuum Cleaner,75.36,20,60.29,2020-06-29 19:10:21.334025434,2020,6
27429,Home Appliances,Washing Machine,330.76,25,248.07,2022-05-24 14:02:12.675837008,2022,5
16893,Beauty,Face Cream,403.12,5,382.96,2020-11-28 09:15:22.190500908,2020,11
